instance,submission,model_name,A,B,C,D,E,F,raw_total,total_score,evidence_confidence,caps_or_flags,resolved
sphinx-doc__sphinx-7985,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,12,13,20,18,8,9,80,80,high,,False
sphinx-doc__sphinx-7985,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,13,13,21,18,9,9,83,83,high,,False
sphinx-doc__sphinx-7985,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,8.0,9.0,14.0,3.0,6.0,6.0,46.0,46.0,low,NO_POST_FIX_TEST;NO_BASELINE,False
sphinx-doc__sphinx-7985,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,13,14,20,18,9,9,83,83,high,,False
sphinx-doc__sphinx-7985,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,12,13,18,16,6,8,73,73,high,,True
sphinx-doc__sphinx-7985,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,12,13,20,16,9,9,79,79,high,,True
sphinx-doc__sphinx-8056,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,11,11,20,16,7,8,73,73,medium,,True
sphinx-doc__sphinx-8056,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,10,13,18,14,8,7,70,70,high,KNOWN_COUNTEREXAMPLE,False
sphinx-doc__sphinx-8056,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,14,15,24,23,10,10,96,96,high,,False
sphinx-doc__sphinx-8056,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,10,12,14,8,6,7,57,57,medium,NO_POST_FIX_TEST,False
sphinx-doc__sphinx-8056,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,10,12,15,10,6,8,61,61,high,KNOWN_COUNTEREXAMPLE,False
sphinx-doc__sphinx-8056,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,11.0,13.0,20.0,12.0,7.0,9.0,72.0,72.0,high,,False
sphinx-doc__sphinx-8056,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,6,5,8,0,4,6,29,29,low,NO_BASELINE;NO_POST_FIX_TEST,True
sphinx-doc__sphinx-8056,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,11,12,20,14,8,9,74,74,medium,,True
sphinx-doc__sphinx-8056,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,10,12,21,15,9,9,76,76,medium,NO_BASELINE,True
sphinx-doc__sphinx-8056,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,10,12,20,15,8,9,74,74,high,,True
sphinx-doc__sphinx-8265,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,12,14,22,16,8,9,81,81,high,,True
sphinx-doc__sphinx-8265,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,12,13,21,18,8,9,81,81,medium,,False
sphinx-doc__sphinx-8265,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,13,14,23,18,9,10,87,87,high,,True
sphinx-doc__sphinx-8265,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,12,13,20,18,7,8,78,78,high,,True
sphinx-doc__sphinx-8265,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,12,14,18,14,9,9,76,76,high,KNOWN_COUNTEREXAMPLE,True
sphinx-doc__sphinx-8265,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,11.0,13.0,19.0,8.0,8.0,7.0,66.0,66.0,medium,NO_BASELINE;NO_POST_FIX_TEST,True
sphinx-doc__sphinx-8265,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,10,11,18,12,8,7,66,66,medium,NO_BASELINE,False
sphinx-doc__sphinx-8265,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,14,15,25,20,10,9,93,93,high,,False
sphinx-doc__sphinx-8265,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,14,15,24,22,9,9,93,93,high,,True
sphinx-doc__sphinx-8265,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,8,10,6,10,4,2,40,40,high,KNOWN_COUNTEREXAMPLE,False
sphinx-doc__sphinx-8548,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,12,13,20,10,8,9,72,72,medium,NO_BASELINE;NO_POST_FIX_TEST,False
sphinx-doc__sphinx-8548,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,12,13,22,17,9,9,82,82,high,,False
sphinx-doc__sphinx-8548,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,12,14,22,18,9,9,84,84,high,,True
sphinx-doc__sphinx-8548,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,10,9,12,3,4,6,44,44,medium,NO_POST_FIX_TEST;NO_BASELINE,False
sphinx-doc__sphinx-8548,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,11,12,17,14,7,8,69,69,medium,,False
sphinx-doc__sphinx-8548,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,11,13,19,12,7,6,68,68,medium,,False
sphinx-doc__sphinx-8548,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,5,7,12,0,6,7,37,37,low,NO_BASELINE;NO_POST_FIX_TEST,True
sphinx-doc__sphinx-8548,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,10,11,12,8,5,6,52,52,medium,KNOWN_COUNTEREXAMPLE,True
sphinx-doc__sphinx-8548,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,12,13,18,15,7,7,72,72,medium,,False
sphinx-doc__sphinx-8548,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,12,13,18,14,7,8,72,72,medium,,True
sphinx-doc__sphinx-8638,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,12,14,22,16,8,10,82,82,high,,True
sphinx-doc__sphinx-8638,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,13,14,22,20,9,9,87,87,high,,False
sphinx-doc__sphinx-8638,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,13,14,23,18,9,9,86,86,high,,True
sphinx-doc__sphinx-8638,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,10,8,12,8,6,7,51,51,medium,NO_BASELINE;NO_POST_FIX_TEST,False
sphinx-doc__sphinx-8638,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,10,13,20,16,8,8,75,75,high,,False
sphinx-doc__sphinx-8638,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,10,12,18,12,8,8,68,68,medium,,True
sphinx-doc__sphinx-8638,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,5,7,8,0,3,5,28,28,low,NO_BASELINE;NO_POST_FIX_TEST,False
sphinx-doc__sphinx-8638,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,11,13,18,16,8,8,74,74,high,,False
sphinx-doc__sphinx-8638,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,11,12,18,12,8,8,69,69,medium,,True
sphinx-doc__sphinx-8638,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,11.0,12.0,18.0,8.0,8.5,9.0,66.5,66.5,medium,NO_BASELINE,True
sphinx-doc__sphinx-9281,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,11,13,22,16,7,9,78,78,high,,True
sphinx-doc__sphinx-9281,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,13,13,22,14,8,9,79,79,medium,NO_BASELINE,False
sphinx-doc__sphinx-9281,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,10,11,18,5,7,8,59,59,medium,NO_BASELINE;NO_POST_FIX_TEST,True
sphinx-doc__sphinx-9281,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,10,12,18,5,6,8,59,59,medium,NO_BASELINE;NO_POST_FIX_TEST,False
sphinx-doc__sphinx-9281,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,10,13,20,14,8,9,74,74,high,NO_BASELINE,True
sphinx-doc__sphinx-9281,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,10.0,13.0,18.0,2.5,8.0,9.0,60.5,60.5,medium,NO_POST_FIX_TEST,True
sphinx-doc__sphinx-9281,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,8,10,12,2,3,7,42,42,low,NO_BASELINE;NO_POST_FIX_TEST,True
sphinx-doc__sphinx-9281,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,11.0,12.0,20.0,10.0,7.0,9.0,69.0,69.0,medium,NO_BASELINE;NO_POST_FIX_TEST,False
sphinx-doc__sphinx-9281,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,11,13,21,10,7,9,71,71,medium,NO_BASELINE;NO_POST_FIX_TEST,True
sphinx-doc__sphinx-9281,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,11,13,20,14,8,9,75,75,medium,NO_BASELINE,False
sphinx-doc__sphinx-9658,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,13.5,13.5,23,22.5,10,10,92.5,92.5,high,,True
sphinx-doc__sphinx-9658,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,13,14,22,18,9,9,85,85,high,,True
sphinx-doc__sphinx-9658,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,11,14,22,16,9,9,81,81,high,,True
sphinx-doc__sphinx-9658,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,13,14,23,18,9,8,85,85,high,,True
sphinx-doc__sphinx-9658,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,11,13,18,12,4,8,66,66,medium,,False
sphinx-doc__sphinx-9658,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,11.0,13.0,20.0,12.0,8.0,9.0,73.0,73.0,high,,True
sphinx-doc__sphinx-9658,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,10,11,18,3,7,8,57,57,medium,NO_BASELINE;NO_POST_FIX_TEST,True
sphinx-doc__sphinx-9658,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,11,13,19,16,8,7,74,74,high,,True
sphinx-doc__sphinx-9658,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,13,14,23,20,9,10,89,89,high,,True
sphinx-doc__sphinx-9658,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,12,14,21,17,9,9,82,82,high,,False
sympy__sympy-11618,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,10,11,18,3,6,9,57,57,medium,NO_BASELINE;NO_POST_FIX_TEST,True
sympy__sympy-11618,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,12.0,13.0,22.0,18.0,7.0,9.0,81.0,81.0,high,,True
sympy__sympy-11618,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,11,12,18,8,7,8,64,64,medium,NO_BASELINE;NO_POST_FIX_TEST,True
sympy__sympy-11618,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,10,12,18,14,6,8,68,68,high,,True
sympy__sympy-11618,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,12,13,18,18,7,4,72,72,high,UNRELATED_CHANGES,True
sympy__sympy-11618,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,10.0,8.0,12.0,2.0,3.0,7.0,42.0,42.0,low,NO_POST_FIX_TEST;NO_BASELINE,False
sympy__sympy-11618,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,12,13,22,16,7,9,79,79,high,NO_BASELINE,True
sympy__sympy-11618,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,13,13,22,18,9,9,84,84,high,,True
sympy__sympy-11618,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,14,14,23,20,9,9,89,89,high,,True
sympy__sympy-12096,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,14,14,23,22,9,9,91,91,high,,True
sympy__sympy-12096,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,10,12,20,12,5,8,67,67,medium,NO_BASELINE,True
sympy__sympy-12096,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,14,14,23,20,8,9,88,88,high,,True
sympy__sympy-12096,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,12,13,22,18,9,9,83,83,high,,True
sympy__sympy-12096,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,12,13,18,18,7,4,72,72,high,UNRELATED_CHANGES,False
sympy__sympy-12096,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,5.0,6.0,3.0,0.0,2.0,2.0,18.0,18.0,high,EMPTY_PATCH;NO_POST_FIX_TEST;NO_BASELINE,False
sympy__sympy-12096,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,12,13,20,14,7,8,74,74,medium,NO_BASELINE;NO_POST_FIX_TEST,True
sympy__sympy-12096,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,12,14,22,16,9,10,83,83,high,,True
sympy__sympy-12096,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,12,13,20,18,9,10,82,82,high,,True
sympy__sympy-12419,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,13,14,23,18,8,10,86,86,high,,True
sympy__sympy-12419,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,13,14,20,16,8,6,77,77,high,,True
sympy__sympy-12419,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,13,14,22,18,9,10,86,86,high,,True
sympy__sympy-12419,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,10,11,14,8,7,8,58,58,high,MAIN_CASE_ONLY,True
sympy__sympy-12419,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,12.0,14.0,20.0,16.0,9.0,7.0,78.0,78.0,high,UNRELATED_CHANGES,False
sympy__sympy-12419,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,10.0,11.0,12.0,5.0,4.0,2.0,44.0,44.0,high,UNRELATED_CHANGES;NO_BASELINE,False
sympy__sympy-12419,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,11,13,18,14,7,4,67,67,high,UNRELATED_CHANGES,True
sympy__sympy-12419,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,12,14,22,16,8,9,81,81,high,,True
sympy__sympy-12419,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,12,12,14,10,6,5,59,59,medium,UNRELATED_CHANGES,False
sympy__sympy-12489,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,14,15,24,22,10,10,95,95,high,,True
sympy__sympy-12489,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,14,14,23,20,9,10,90,90,high,,False
sympy__sympy-12489,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,12,14,22,20,8,9,85,85,high,,True
sympy__sympy-12489,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,15,15,25,25,10,10,100,100,high,,True
sympy__sympy-12489,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,13,13,22,20,7,9,84,84,high,NO_BASELINE,False
sympy__sympy-12489,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,11,13,17,5,7,8,61,61,medium,NO_BASELINE;NO_POST_FIX_TEST,True
sympy__sympy-12489,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,10,10,6,3,4,5,38,38,high,KNOWN_COUNTEREXAMPLE;NO_POST_FIX_TEST,False
sympy__sympy-12489,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,10,11,20,18,8,7,74,74,high,,False
sympy__sympy-12489,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,13,14,22,18,7,9,83,83,high,,False
sympy__sympy-12489,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,14,14,23,22,9,10,92,92,high,,True
sympy__sympy-13031,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,12,14,22,16,8,9,81,81,high,NO_BASELINE,False
sympy__sympy-13031,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,12,14,20,16,7,8,77,77,high,,False
sympy__sympy-13031,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,10,12,3,8,4,0,37,37,high,EMPTY_PATCH,False
sympy__sympy-13031,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,10,12,18,12,7,8,67,67,medium,,True
sympy__sympy-13031,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,13,14,25,22,7,10,91,91,high,EMPTY_PATCH,False
sympy__sympy-13031,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,10,8,15,5,6,8,52,52,low,NO_BASELINE;NO_POST_FIX_TEST,False
sympy__sympy-13031,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,10,14,3,13,7,2,49,49,high,EMPTY_PATCH,False
sympy__sympy-13031,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,10,12,15,15,3,2,57,57,high,UNRELATED_CHANGES,False
sympy__sympy-13031,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,13,14,22,20,9,9,87,87,high,,True
sympy__sympy-13877,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,12,13,20,14,8,9,76,76,high,,False
sympy__sympy-13877,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,8,10,8,6,4,8,44,44,high,MAIN_CASE_ONLY,False
sympy__sympy-13877,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,11.0,13.0,20.0,12.0,7.0,9.0,72.0,72.0,high,,True
sympy__sympy-13877,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,10,12,18,8,5,8,61,61,medium,,True
sympy__sympy-13877,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,8,10,12,8,5,7,50,50,medium,NO_POST_FIX_TEST,False
sympy__sympy-13877,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,8.0,7.0,12.0,2.0,5.0,6.0,40.0,40.0,low,NO_BASELINE;NO_POST_FIX_TEST,True
sympy__sympy-13877,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,7,5,10,0,3,7,32,32,low,NO_BASELINE;NO_POST_FIX_TEST,False
sympy__sympy-13877,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,10,12,20,8,4,8,62,62,high,NO_BASELINE,True
sympy__sympy-13877,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,8,12,14,10,7,8,59,59,medium,NO_BASELINE,True
sympy__sympy-13878,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,13,14,22,20,9,9,87,87,high,,True
sympy__sympy-13878,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,11,12,22,18,7,8,78,78,high,,True
sympy__sympy-13878,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,14,14,23,18,9,9,87,87,high,,True
sympy__sympy-13878,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,12,13,22,18,8,9,82,82,high,,True
sympy__sympy-13878,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,13,12,18,16,7,4,70,70,high,UNRELATED_CHANGES,False
sympy__sympy-13878,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,13,13,18,18,9,4,75,75,high,UNRELATED_CHANGES,False
sympy__sympy-13878,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,10,9,14,0,3,6,42,42,medium,NO_POST_FIX_TEST;NO_BASELINE,True
sympy__sympy-13878,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,12,14,20,18,8,6,78,78,high,UNRELATED_CHANGES,True
sympy__sympy-13878,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,13,14,22,18,9,10,86,86,high,,True
sympy__sympy-14248,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,13,14,20,16,8,9,80,80,high,,False
sympy__sympy-14248,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,12,14,20,16,7,9,78,78,high,NO_BASELINE,False
sympy__sympy-14248,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,12,13,18,12,7,5,67,67,high,,True
sympy__sympy-14248,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,8,10,14,5,4,6,47,47,medium,MAIN_CASE_ONLY,True
sympy__sympy-14248,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,10,12,15,8,4,3,52,52,medium,UNRELATED_CHANGES;NO_POST_FIX_TEST,False
sympy__sympy-14248,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,11,11,18,9,6,4,59,59,high,UNRELATED_CHANGES,False
sympy__sympy-14248,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,11,10,8,2,4,7,42,42,low,NO_POST_FIX_TEST;NO_BASELINE,False
sympy__sympy-14248,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,12,13,18,10,5,7,65,65,medium,NO_BASELINE,False
sympy__sympy-14248,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,12,13,18,12,6,8,69,69,medium,,True
sympy__sympy-14248,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,10,13,16,8,7,7,61,61,high,KNOWN_COUNTEREXAMPLE,False
sympy__sympy-14976,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,12,13,22,20,9,9,85,85,high,,False
sympy__sympy-14976,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,13,14,23,22,9,10,91,91,high,,True
sympy__sympy-14976,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,13,14,23,20,9,9,88,88,high,,True
sympy__sympy-14976,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,14,14,23,22,9,9,91,91,high,,False
sympy__sympy-14976,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,15,15,25,25,10,10,100,100,high,,False
sympy__sympy-14976,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,11,13,22,16,9,9,80,80,high,,False
sympy__sympy-14976,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,11.0,13.0,20.0,17.0,8.0,8.5,77.5,77.5,high,,True
sympy__sympy-14976,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,12.0,13.0,21.0,16.0,8.0,9.0,79.0,79.0,high,,False
sympy__sympy-14976,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,13,14,22,21,9,9,88,88,high,,True
sympy__sympy-14976,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,13,14,22,20,9,9,87,87,high,,True
sympy__sympy-15599,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,10,8,10,6,4,2,40,40,medium,NO_POST_FIX_TEST;KNOWN_COUNTEREXAMPLE,False
sympy__sympy-15599,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,10,8,3,5,5,0,31,31,high,EMPTY_PATCH;NO_POST_FIX_TEST,False
sympy__sympy-15599,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,12,13,22,20,8,9,84,84,high,,True
sympy__sympy-15599,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,12,13,18,20,7,10,80,80,high,,True
sympy__sympy-15599,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,13,12,22,16,9,10,82,82,high,,True
sympy__sympy-15599,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,8,8,17,5,7,7,52,52,medium,NO_BASELINE;MAIN_CASE_ONLY,False
sympy__sympy-15599,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,10,8,5,3,4,3,33,33,high,KNOWN_COUNTEREXAMPLE,False
sympy__sympy-15599,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,12,11,18,16,8,8,73,73,high,,True
sympy__sympy-15599,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,10,12,20,18,9,9,78,78,high,,True
sympy__sympy-15976,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,13,14,22,16,9,9,83,83,high,,True
sympy__sympy-15976,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,13,14,23,18,9,8,85,85,high,KNOWN_COUNTEREXAMPLE,True
sympy__sympy-15976,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,13.5,14,22,17,9,10,85.5,85.5,medium,,True
sympy__sympy-15976,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,10,12,14,8,5,6,55,55,high,NO_POST_FIX_TEST,True
sympy__sympy-15976,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,12.0,14.0,22.0,16.0,9.0,8.0,81.0,81.0,high,KNOWN_COUNTEREXAMPLE,False
sympy__sympy-15976,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,12,13,18,14,9,8,80,74,medium,KNOWN_COUNTEREXAMPLE,False
sympy__sympy-15976,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,11,13,18,10,8,8,68,68,medium,NO_BASELINE;NO_POST_FIX_TEST,False
sympy__sympy-15976,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,11.0,12.0,14.0,10.0,5.0,6.0,58.0,58.0,high,KNOWN_COUNTEREXAMPLE,True
